1,1감성,"[-66.23583819002988, -28.390532262971917, -57.473823534892844, -46.23093776795063]","[5.7808783977022475, 23.893980457680264, -13.915367064237058, 58.48783598761953]",True
2,2감성,"[-66.23583819002988, -28.390532262971917, -57.473823534892844, -46.23093776795063]","[5.7808783977022475, 23.893980457680264, -13.915367064237058, 58.48783598761953]",True
3,3감성,"[-66.23583819002988, -28.390532262971917, -57.473823534892844, -46.23093776795063]","[5.7808783977022475, 23.893980457680264, -13.915367064237058, 58.48783598761953]",True
4,4감성,"[-66.23583819002988, -28.390532262971917, -57.473823534892844, -46.23093776795063]","[5.7808783977022475, 23.893980457680264, -13.915367064237058, 58.48783598761953]",True
